A,nu,a,at,dt,dtt,taut,n_steps,arm,seed,A_hat,xc_hat,nu_hat,fit_rms,at_bound,l2_vs_exact,runtime_s
1.0,0.5,2.0,2.0,0.0025,0.005,0.5,100,cond_mean,15,1.0001790286846777,1.9938068646804015,0.5043643716583317,0.0016775585924107906,0,0.012147178777993251,0.22907016657492413
1.0,0.5,2.0,2.0,0.0025,0.005,1.0,200,cond_mean,15,0.9996374877819193,1.9855721186689488,0.49600083752396024,0.002274938389222679,0,0.02061323785038817,0.22907016657492413
1.0,0.5,2.0,2.0,0.0025,0.005,2.0,400,cond_mean,15,0.999989485149258,1.992202954010562,0.4965968600996436,0.0014333588111078556,0,0.012266665881066533,0.22907016657492413
1.0,0.5,2.0,2.0,0.0025,0.005,3.5,700,cond_mean,15,1.0000642822867398,1.9893778956817711,0.5015115899399916,0.001828781783423809,0,0.015308118807143134,0.22907016657492413
1.0,0.5,2.0,2.0,0.0025,0.005,5.0,1000,cond_mean,15,0.9999601948283032,1.9996468993297032,0.5057135825346009,0.0017876718382058576,0,0.011583350506931949,0.22907016657492413
1.0,0.5,2.0,2.0,0.0025,0.005,10.0,2000,cond_mean,15,1.0001062205322828,2.035213102715682,0.4987536802675488,0.0023800368839711644,0,0.042355894768340056,0.22907016657492413
1.0,0.5,2.0,2.0,0.0025,0.005,20.0,4000,cond_mean,15,0.9997328163786953,2.0301722843197636,0.4868592689652295,0.002055788996278842,0,0.040226275113684394,0.22907016657492413
1.0,0.5,2.0,2.0,0.0025,0.005,0.5,100,cond_mean,16,0.9999114692320027,2.0081623992299873,0.49849078643077205,0.001949427070444433,0,0.013562288876609438,0.22957436913358314
1.0,0.5,2.0,2.0,0.0025,0.005,1.0,200,cond_mean,16,0.9998101065864021,2.01436935194432,0.496395255411482,0.0019814499832760406,0,0.019765985377723245,0.22957436913358314
1.0,0.5,2.0,2.0,0.0025,0.005,2.0,400,cond_mean,16,1.0000405652191346,2.0309087907511256,0.4968741353173613,0.0032047037958297542,0,0.039325814663871604,0.22957436913358314
1.0,0.5,2.0,2.0,0.0025,0.005,3.5,700,cond_mean,16,1.0002956399464507,2.0286902504376148,0.49629073022265285,0.0018689946328947664,0,0.034891430091168664,0.22957436913358314
1.0,0.5,2.0,2.0,0.0025,0.005,5.0,1000,cond_mean,16,1.0000505152169124,2.0124872697035734,0.49244381762681894,0.0021247373535134995,0,0.020502844814134606,0.22957436913358314
1.0,0.5,2.0,2.0,0.0025,0.005,10.0,2000,cond_mean,16,0.9997238433188741,2.0226559931726693,0.5058074598794757,0.0019070869364876495,0,0.028891152249652812,0.22957436913358314
1.0,0.5,2.0,2.0,0.0025,0.005,20.0,4000,cond_mean,16,1.0000746986440296,2.0230097173301558,0.5086909599389795,0.0018361444985553652,0,0.030111826055039283,0.22957436913358314
1.0,0.5,2.0,2.0,0.0025,0.005,0.5,100,cond_mean,17,1.000370283498402,1.9927492112312875,0.5069877948577975,0.0019191286212892169,0,0.015193176948722287,0.22913336314793145
1.0,0.5,2.0,2.0,0.0025,0.005,1.0,200,cond_mean,17,1.0002227476670118,1.991562940102736,0.5045445069779917,0.002801138747927487,0,0.017757867910985842,0.22913336314793145
1.0,0.5,2.0,2.0,0.0025,0.005,2.0,400,cond_mean,17,1.0002128722986694,1.9899547035928065,0.5053339663418659,0.00305620211824423,0,0.020096864574037778,0.22913336314793145
1.0,0.5,2.0,2.0,0.0025,0.005,3.5,700,cond_mean,17,1.0001157829339158,1.990387664215478,0.5044963935887956,0.002296647515562708,0,0.016804708266726854,0.22913336314793145
